入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),学校所属,組合,失踪の有無
22.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
24.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
23.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
34.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
22.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
25.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
28.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
26.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
27.0,女,機械・金属関係,電子機器組立て,山梨県,ヤンゴン学校,健康生活事業協同組合,0
26.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
25.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
24.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
24.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
23.0,男,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,水産練り製品製造,岡山県,ヤンゴン学校,JOP協同組合,0
20.0,男,建設関係,タイル張り,埼玉県,CB日本語学校,西日本海外業務支援協同組合,0
20.0,男,建設関係,タイル張り,埼玉県,CB日本語学校,西日本海外業務支援協同組合,0
19.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,1
19.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,女,その他,介護,兵庫県,国境省,れいめい事業協同組合,0
23.0,女,その他,介護,兵庫県,国境省,れいめい事業協同組合,0
21.0,女,その他,介護,兵庫県,CB日本語学校,れいめい事業協同組合,0
19.0,男,建設関係,鉄筋施工,福岡県,ヤンゴン学校,九州産業振興協同組合,0
24.0,男,建設関係,鉄筋施工,福岡県,ヤンゴン学校,九州産業振興協同組合,0
21.0,男,建設関係,鉄筋施工,福岡県,ヤンゴン学校,九州産業振興協同組合,0
21.0,男,建設関係,鉄筋施工,福岡県,ヤンゴン学校,九州産業振興協同組合,0
23.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
21.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
19.0,女,その他,ビルクリーニング,広島県,ヤンゴン学校,デジタル共販事業協同組合,0
20.0,女,その他,ビルクリーニング,広島県,ヤンゴン学校,デジタル共販事業協同組合,0
22.0,女,その他,ビルクリーニング,広島県,ヤンゴン学校,デジタル共販事業協同組合,0
20.0,男,建設関係,冷凍空気調和機器施工,大阪府,ヤンゴン学校,フォーグッド協同組合,0
21.0,男,建設関係,冷凍空気調和機器施工,大阪府,ヤンゴン学校,フォーグッド協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
28.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
27.0,女,食品製造関係,そう菜製造業,宮城県,CB日本語学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
26.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
26.0,女,食品製造関係,そう菜製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
25.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
22.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
24.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,1
27.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,1
21.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,1
26.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
27.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,埼玉県,CB日本語学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
21.0,男,建設関係,型枠施工,北海道,ヤンゴン学校,健康生活事業協同組合,1
26.0,男,建設関係,型枠施工,北海道,ヤンゴン学校,健康生活事業協同組合,1
24.0,男,建設関係,型枠施工,北海道,ヤンゴン学校,健康生活事業協同組合,0
25.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
23.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
26.0,女,その他,介護,宮崎県,MW日本語学校,オアシス福祉人材協同組合,0
25.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
22.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
22.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
21.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
20.0,女,その他,介護,鹿児島県,ヤンゴン学校,オアシス福祉人材協同組合,0
21.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
22.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
23.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
23.0,女,その他,介護,鹿児島県,国境省,オアシス福祉人材協同組合,0
20.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
20.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,女,農業・林業関係,耕種農業,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
23.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
28.0,男,建設関係,建設機械施工,北海道,ヤンゴン学校,ウエストワード協同組合,0
27.0,男,機械・金属関係,工場板金,兵庫県,ヤンゴン学校,健康生活事業協同組合,0
27.0,男,機械・金属関係,工場板金,兵庫県,ヤンゴン学校,健康生活事業協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,1
26.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
27.0,男,建設関係,建築板金,福岡県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
29.0,男,建設関係,建築板金,福岡県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
28.0,女,その他,クリーニング,群馬県,CB日本語学校,一般社団法人日中科学技術文化センター,0
19.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
28.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
23.0,女,その他,クリーニング,群馬県,CB日本語学校,一般社団法人日中科学技術文化センター,0
24.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
26.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
21.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
21.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
22.0,女,その他,クリーニング,群馬県,ヤンゴン学校,一般社団法人日中科学技術文化センター,0
23.0,女,その他,クリーニング,群馬県,CB日本語学校,一般社団法人日中科学技術文化センター,0
20.0,男,建設関係,建設機械施工,京都府,ヤンゴン学校,フォーグッド協同組合,0
27.0,男,建設関係,建設機械施工,京都府,ヤンゴン学校,フォーグッド協同組合,0
24.0,男,建設関係,建設機械施工,埼玉県,ヤンゴン学校,フォーグッド協同組合,1
24.0,男,建設関係,建設機械施工,東京都,ヤンゴン学校,フォーグッド協同組合,0
21.0,男,建設関係,建設機械施工,岡山県,ヤンゴン学校,フォーグッド協同組合,0
22.0,男,建設関係,建設機械施工,岡山県,ヤンゴン学校,フォーグッド協同組合,0
18.0,男,建設関係,建築板金,千葉県,ヤンゴン学校,フォーグッド協同組合,0
22.0,男,建設関係,建築板金,千葉県,ヤンゴン学校,フォーグッド協同組合,1
22.0,男,移行対象外,物流倉庫管理,神奈川県,KP日本語学校,西日本海外業務支援協同組合,0
24.0,男,移行対象外,物流倉庫管理,神奈川県,CB日本語学校,西日本海外業務支援協同組合,0
24.0,男,建設関係,左官,兵庫県,ヤンゴン学校,フォーグッド協同組合,0
23.0,男,建設関係,左官,兵庫県,ヤンゴン学校,フォーグッド協同組合,0
21.0,男,建設関係,左官,兵庫県,ヤンゴン学校,フォーグッド協同組合,0
21.0,男,建設関係,左官,新潟県,ヤンゴン学校,フォーグッド協同組合,0
22.0,男,建設関係,左官,新潟県,ヤンゴン学校,フォーグッド協同組合,0
19.0,男,建設関係,鉄筋施工,福岡県,ヤンゴン学校,エフ・アドバンス経済協同組合,1
24.0,男,建設関係,鉄筋施工,福岡県,ヤンゴン学校,エフ・アドバンス経済協同組合,1
20.0,男,その他,塗装,山口県,ヤンゴン学校,エフ・アドバンス経済協同組合,0
21.0,男,移行対象外,物流倉庫管理,福岡県,KP日本語学校,西日本海外業務支援協同組合,0
19.0,男,移行対象外,物流倉庫管理,福岡県,KP日本語学校,西日本海外業務支援協同組合,0
24.0,男,移行対象外,物流倉庫管理,福岡県,KP日本語学校,西日本海外業務支援協同組合,0
21.0,男,移行対象外,物流倉庫管理,福岡県,CB日本語学校,西日本海外業務支援協同組合,0
19.0,男,移行対象外,物流倉庫管理,福岡県,CB日本語学校,西日本海外業務支援協同組合,0
27.0,男,移行対象外,物流倉庫管理,福岡県,KP日本語学校,西日本海外業務支援協同組合,0
23.0,男,移行対象外,物流倉庫管理,福岡県,KP日本語学校,西日本海外業務支援協同組合,0
25.0,男,移行対象外,物流倉庫管理,福岡県,KP日本語学校,西日本海外業務支援協同組合,0
20.0,男,建設関係,とび,鹿児島県,ヤンゴン学校,れいめい事業協同組合,1
22.0,男,建設関係,とび,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
27.0,男,建設関係,とび,鹿児島県,ヤンゴン学校,れいめい事業協同組合,0
20.0,男,建設関係,左官,和歌山県,ヤンゴン学校,フォーグッド協同組合,0
21.0,男,建設関係,左官,和歌山県,ヤンゴン学校,フォーグッド協同組合,0
